occupation,category,median_pay,num_jobs,outlook_pct,education,work_experience,training,description,url
Glossary,About,,,,,,,An official website of the United States governmentHere is how you know,https://www.bls.gov/ooh/about/glossary.htm
OOH FAQs,About,,,,,,,An official website of the United States governmentHere is how you know,https://www.bls.gov/ooh/about/ooh-faqs.htm
Teacher’s Guide,About,,,,,,,An official website of the United States governmentHere is how you know,https://www.bls.gov/ooh/about/teachers-guide.htm
Aerospace Engineering and Operations Technologists and Technicians,Architecture And Engineering,79830,9300,8,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineering-and-operations-technicians.htm
Aerospace Engineers,Architecture And Engineering,134830,71600,6,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineers.htm
Agricultural Engineers,Architecture And Engineering,84630,1700,6,"$103,380",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/agricultural-engineers.htm
Architects,Architecture And Engineering,96690,123600,4,"$113,030",None,Internship/residency,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/architects.htm
Bioengineers and Biomedical Engineers,Architecture And Engineering,106950,22200,5,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/biomedical-engineers.htm
Cartographers and Photogrammetrists,Architecture And Engineering,78380,13400,6,"74,090",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/cartographers-and-photogrammetrists.htm
Chemical Engineers,Architecture And Engineering,121860,21600,3,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/chemical-engineers.htm
Civil Engineering Technologists and Technicians,Architecture And Engineering,64200,64900,2,"60,630",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/civil-engineering-technicians.htm
Civil Engineers,Architecture And Engineering,99590,368900,5,"98,850",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/civil-engineers.htm
Computer Hardware Engineers,Architecture And Engineering,155020,76800,7,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/computer-hardware-engineers.htm
Drafters,Architecture And Engineering,65380,192100,0,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm
Electrical and Electronic Engineering Technologists and Technicians,Architecture And Engineering,77180,93700,1,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm
Electrical and Electronics Engineers,Architecture And Engineering,118780,287900,7,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm
Electro-mechanical and Mechatronics Technologists and Technicians,Architecture And Engineering,70760,15000,1,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/electro-mechanical-technicians.htm
Environmental Engineering Technologists and Technicians,Architecture And Engineering,58890,12900,1,"63,770",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineering-technicians.htm
Environmental Engineers,Architecture And Engineering,104170,39400,4,"97,510",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm
Health and Safety Engineers,Architecture And Engineering,109660,23800,4,"$114,650",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/health-and-safety-engineers.htm
Industrial Engineering Technologists and Technicians,Architecture And Engineering,64790,74600,2,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/industrial-engineering-technicians.htm
Industrial Engineers,Architecture And Engineering,101140,351100,11,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/industrial-engineers.htm
Landscape Architects,Architecture And Engineering,79660,21800,3,"$103,780",None,Internship/residency,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/landscape-architects.htm
Marine Engineers and Naval Architects,Architecture And Engineering,105670,8500,6,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/marine-engineers-and-naval-architects.htm
Materials Engineers,Architecture And Engineering,108310,23000,6,"$133,700",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/materials-engineers.htm
Mechanical Engineering Technologists and Technicians,Architecture And Engineering,68730,38300,0,Associate's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineering-technicians.htm
Mechanical Engineers,Architecture And Engineering,102320,293100,9,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineers.htm
Mining and Geological Engineers,Architecture And Engineering,101020,7000,1,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/mining-and-geological-engineers.htm
Nuclear Engineers,Architecture And Engineering,127520,15400,-1,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/nuclear-engineers.htm
Petroleum Engineers,Architecture And Engineering,141280,19600,1,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/petroleum-engineers.htm
Surveying and Mapping Technicians,Architecture And Engineering,51940,59400,5,"60,690",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/surveying-and-mapping-technicians.htm
Surveyors,Architecture And Engineering,72740,56100,4,"$90,630",None,Internship/residency,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/architecture-and-engineering/surveyors.htm
Art Directors,Arts And Design,111040,135000,4,Bachelor's degree,5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/art-directors.htm
Craft and Fine Artists,Arts And Design,56260,52000,0,See How to Become One,None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm
Fashion Designers,Arts And Design,80690,25700,2,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm
Floral Designers,Arts And Design,36120,43800,-6,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/floral-designers.htm
Graphic Designers,Arts And Design,61300,265900,2,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/graphic-designers.htm
Industrial Designers,Arts And Design,79450,30600,3,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/industrial-designers.htm
Interior Designers,Arts And Design,63490,87100,3,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/interior-designers.htm
Special Effects Artists and Animators,Arts And Design,99800,57100,2,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm
Set and Exhibit Designers,Arts And Design,66280,31300,2,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/arts-and-design/set-and-exhibit-designers.htm
Grounds Maintenance Workers,Building And Grounds Cleaning,38470,1296400,4,18.81,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm
Janitors and Building Cleaners,Building And Grounds Cleaning,35930,2447700,2,18.05,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm
Pest Control Workers,Building And Grounds Cleaning,44730,102400,5,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/building-and-grounds-cleaning/pest-control-workers.htm
Accountants and Auditors,Business And Financial,81680,1579800,5,"81,120",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm
Property Appraisers and Assessors,Business And Financial,65420,77300,4,"63,170",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/appraisers-and-assessors-of-real-estate.htm
Budget Analysts,Business And Financial,87930,50400,1,"77,460",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/budget-analysts.htm
"Claims Adjusters, Appraisers, Examiners, and Investigators",Business And Financial,76790,365300,-5,"70,980",None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/claims-adjusters-appraisers-examiners-and-investigators.htm
"Compensation, Benefits, and Job Analysis Specialists",Business And Financial,77020,107000,5,"77,620",Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/compensation-benefits-and-job-analysis-specialists.htm
Compliance Officers,Business And Financial,78420,418000,3,"79,520",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/compliance-officers.htm
Cost Estimators,Business And Financial,77070,221400,-4,Bachelor's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/cost-estimators.htm
Credit Counselors,Business And Financial,50480,31800,3,Bachelor's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/credit-counselors.htm
Financial Analysts,Business And Financial,101910,429000,6,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm
Financial Examiners,Business And Financial,90400,65100,19,"84,030",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/financial-examiners.htm
Fundraisers,Business And Financial,66490,134400,4,"$72,740",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/fundraisers.htm
Human Resources Specialists,Business And Financial,72910,944300,6,"$81,540",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/human-resources-specialists.htm
Insurance Underwriters,Business And Financial,79880,127000,-3,Bachelor's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/insurance-underwriters.htm
Labor Relations Specialists,Business And Financial,93500,65400,0,"86,650",Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/labor-relations-specialists.htm
Loan Officers,Business And Financial,74180,301400,2,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/loan-officers.htm
Logisticians,Business And Financial,80880,241000,17,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/logisticians.htm
Management Analysts,Business And Financial,101190,1075100,9,"94,080",Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/management-analysts.htm
Market Research Analysts,Business And Financial,76950,941700,7,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/business-and-financial/market-research-analysts.htm
